1	119	838860800	0.002117
2	94	838860800	0.003945
3	40	838860800	0.004682
4	31	838860800	0.005520
5	62	838860800	0.007953
6	74	838860800	0.011996
7	75	838860800	0.013581
8	35	838860800	0.014361
9	113	838860800	0.014484
10	106	838860800	0.017575
11	35	838860800	0.019049
12	92	838860800	0.019329
13	29	838860800	0.020731
14	101	838860800	0.025826
15	40	838860800	0.034265
16	12	838860800	0.038946
17	70	838860800	0.042672
18	3	838860800	0.046139
19	10	838860800	0.047287
20	19	838860800	0.049922
21	63	838860800	0.050354
22	62	838860800	0.052431
23	78	838860800	0.054146
24	89	838860800	0.054803
25	75	838860800	0.058843
26	71	838860800	0.059338
27	33	838860800	0.061398
28	49	838860800	0.063052
29	111	838860800	0.064092
30	116	838860800	0.068353
31	91	838860800	0.069290
32	25	838860800	0.073949
33	14	838860800	0.075562
34	104	838860800	0.076086
35	117	838860800	0.079209
36	55	838860800	0.080261
37	8	838860800	0.082778
38	63	838860800	0.083497
39	61	838860800	0.084731
40	122	838860800	0.090824
41	31	838860800	0.091737
42	100	838860800	0.091768
43	34	838860800	0.091854
44	125	838860800	0.097028
45	100	838860800	0.097371
46	16	838860800	0.098944
47	91	838860800	0.099678
48	96	838860800	0.108569
49	12	838860800	0.109124
50	38	838860800	0.109497
51	2	838860800	0.110808
52	49	838860800	0.111496
53	75	838860800	0.111583
54	43	838860800	0.114118
55	70	838860800	0.114170
56	126	838860800	0.116141
57	14	838860800	0.117073
58	25	838860800	0.119973
59	118	838860800	0.121354
60	46	838860800	0.126152
61	31	838860800	0.130687
62	90	838860800	0.131725
63	107	838860800	0.132933
64	38	838860800	0.134059
65	110	838860800	0.136361
66	91	838860800	0.136830
67	11	838860800	0.138871
68	6	838860800	0.139229
69	49	838860800	0.142252
70	122	838860800	0.146300
71	2	838860800	0.147157
72	53	838860800	0.150138
73	98	838860800	0.151249
74	72	838860800	0.153650
75	96	838860800	0.157359
76	52	838860800	0.161546
77	106	838860800	0.163236
78	54	838860800	0.163530
79	9	838860800	0.163583
80	126	838860800	0.164790
81	128	838860800	0.166655
82	16	838860800	0.168443
83	39	838860800	0.169409
84	11	838860800	0.176033
85	76	838860800	0.177007
86	94	838860800	0.178314
87	16	838860800	0.180037
88	121	838860800	0.182203
89	70	838860800	0.182234
90	118	838860800	0.185494
91	5	838860800	0.189536
92	125	838860800	0.189634
93	96	838860800	0.189636
94	34	838860800	0.193179
95	102	838860800	0.195365
96	98	838860800	0.196162
97	69	838860800	0.196181
98	4	838860800	0.197466
99	2	838860800	0.199616
100	67	838860800	0.203483
101	34	838860800	0.205321
102	124	838860800	0.206356
103	44	838860800	0.209445
104	35	838860800	0.217661
105	104	838860800	0.222935
106	118	838860800	0.223483
107	73	838860800	0.223691
108	55	838860800	0.230762
109	60	838860800	0.231297
110	64	838860800	0.233038
111	2	838860800	0.234818
112	90	838860800	0.235437
113	123	838860800	0.238912
114	48	838860800	0.240392
115	75	838860800	0.240690
116	69	838860800	0.243733
117	51	838860800	0.245477
118	98	838860800	0.246588
119	86	838860800	0.251089
120	126	838860800	0.251227
121	128	838860800	0.251652
122	68	838860800	0.254564
123	80	838860800	0.255094
124	4	838860800	0.256651
125	45	838860800	0.257127
126	122	838860800	0.257765
127	100	838860800	0.257796
128	16	838860800	0.260424
