1	3	838860800	0.018853
2	10	838860800	0.250325
3	7	838860800	0.279323
4	5	838860800	0.392293
5	16	838860800	0.434152
6	16	838860800	0.538930
7	4	838860800	0.746710
8	9	838860800	1.180091
9	10	838860800	1.268027
10	14	838860800	1.275448
11	13	838860800	1.512809
12	13	838860800	1.820425
13	5	838860800	1.837529
14	8	838860800	1.913950
15	7	838860800	1.943276
16	3	838860800	2.052253
1	16	838860800	2.377942
2	16	838860800	2.418972
3	14	838860800	2.462389
4	10	838860800	2.576010
5	8	838860800	2.629405
6	9	838860800	2.682564
7	14	838860800	2.854672
8	4	838860800	2.945817
9	3	838860800	3.058347
10	1	838860800	3.075113
11	5	838860800	3.183743
12	4	838860800	3.435655
13	9	838860800	3.497088
14	10	838860800	3.815080
15	5	838860800	3.887411
16	10	838860800	4.019135
1	4	838860800	4.079609
2	15	838860800	4.107538
3	5	838860800	4.192691
4	1	838860800	4.340401
5	13	838860800	4.348729
6	8	838860800	4.722634
7	2	838860800	4.929751
8	13	838860800	4.943828
9	15	838860800	4.983124
10	5	838860800	5.029867
11	10	838860800	5.099984
12	5	838860800	5.106177
13	12	838860800	5.160839
14	15	838860800	5.211487
15	11	838860800	5.261594
16	14	838860800	5.305376
1	2	838860800	5.330874
2	14	838860800	5.414736
3	12	838860800	5.535388
4	1	838860800	5.800950
5	15	838860800	6.035523
6	13	838860800	6.119089
7	14	838860800	6.189122
8	2	838860800	6.286709
9	16	838860800	6.456963
10	3	838860800	6.460002
11	8	838860800	6.697390
12	2	838860800	7.001052
13	7	838860800	7.178495
14	15	838860800	7.383982
15	1	838860800	7.393265
16	9	838860800	7.407419
1	13	838860800	7.446250
2	15	838860800	7.570959
3	15	838860800	7.663817
4	6	838860800	7.703674
5	9	838860800	7.772085
6	14	838860800	7.918456
7	11	838860800	7.977611
8	12	838860800	8.162141
9	8	838860800	8.289995
10	14	838860800	8.365349
11	14	838860800	8.387927
12	8	838860800	8.465022
13	16	838860800	8.538517
14	16	838860800	8.625724
15	1	838860800	8.650130
16	7	838860800	8.676453
