9,0.0,6,0.0,1e-07,4,11550.72
7,0.0,9,0.0,4e-07,5,10403.84
5,0.0,0,0.0,6e-07,1,12206.08
14,0.0,5,0.0,7e-07,5,13844.48
3,0.0,12,0.0,1.1e-06,3,15974.4
12,0.0,9,0.0,1.2e-06,6,12369.92
6,0.0,8,0.0,1.3e-06,3,13352.96
9,0.0,4,0.0,1.5e-06,6,8765.44
2,0.0,12,0.0,1.9e-06,5,9584.64
3,0.0,13,0.0,2.2e-06,5,13189.12
3,0.0,13,0.0,2.6e-06,1,15482.88
0,0.0,4,0.0,3e-06,5,12943.36
9,0.0,4,0.0,3.4e-06,0,8355.84
5,0.0,9,0.0,3.8e-06,4,15319.04
5,0.0,1,0.0,4.1e-06,2,8192.0
13,0.0,0,0.0,4.4e-06,1,13434.88
7,0.0,3,0.0,4.6e-06,5,14581.76
12,0.0,1,0.0,4.9e-06,6,8847.36
8,0.0,6,0.0,5.2e-06,2,14745.6
12,0.0,10,0.0,5.6e-06,5,9502.72
0,0.0,4,0.0,6e-06,6,11960.32
12,0.0,4,0.0,6.4e-06,2,15810.56
9,0.0,5,0.0,6.8e-06,2,13516.8
1,0.0,6,0.0,7.1e-06,0,12697.6
10,0.0,7,0.0,7.2e-06,5,9502.72
12,0.0,6,0.0,7.3e-06,2,8273.92
12,0.0,11,0.0,7.5e-06,6,13762.56
9,0.0,7,0.0,7.6e-06,0,15564.8
14,0.0,8,0.0,7.8e-06,6,14499.84
2,0.0,9,0.0,8e-06,4,9748.48
6,0.0,10,0.0,8.1e-06,5,12124.16
11,0.0,3,0.0,8.5e-06,2,12697.6
10,0.0,6,0.0,8.6e-06,4,11632.64
7,0.0,0,0.0,8.7e-06,0,14254.08
9,0.0,4,0.0,8.8e-06,3,8355.84
7,0.0,11,0.0,9.2e-06,2,9830.4
9,0.0,7,0.0,9.6e-06,5,15892.48
13,0.0,11,0.0,9.9e-06,4,8683.52
11,0.0,5,0.0,1.02e-05,6,15319.04
12,0.0,6,0.0,1.06e-05,1,15646.72
3,0.0,11,0.0,1.08e-05,5,16056.32
12,0.0,7,0.0,1.1e-05,3,12697.6
13,0.0,2,0.0,1.14e-05,5,11878.4
6,0.0,13,0.0,1.16e-05,5,11632.64
5,0.0,3,0.0,1.18e-05,4,14499.84
12,0.0,9,0.0,1.19e-05,0,11059.2
8,0.0,12,0.0,1.22e-05,2,10485.76
